species,substance,delta
S. aureus,IMP,-0.478
S. aureus,LEV,14.9115
S. aureus,LIZ,0.1606
S. aureus,MER,-0.9778
S. aureus,MOX,7.6923
S. aureus,PIT,-2.6321
S. aureus,RAM,-0.1432
S. aureus,ROX,27.7702
S. aureus,SXT,0.0353
S. aureus,TOB,4.3614
S. aureus,TPL,-0.1771
S. aureus,VAN,0.0238
E. coli,AMK,6.8426
E. coli,AMS,55.4137
E. coli,AZT,-0.2865
E. coli,CAZ,0.1139
E. coli,CIP,-0.0359
E. coli,COL,-0.2255
E. coli,CTX,-0.0669
E. coli,CXM,0.2856
E. coli,FOS,-2.7991
E. coli,GEN,0.6134
E. coli,IMP,-0.2037
E. coli,LEV,-0.048
E. coli,MER,-0.0181
E. coli,MOX,-0.0622
E. coli,PIP,119.843
E. coli,PIT,2.0507
E. coli,SXT,-0.3366
E. coli,TOB,0.6472
S. aureus,AMK,-0.1631
S. aureus,AMS,0.5896
S. aureus,CIP,-0.2182
S. aureus,CLI,-0.0821
S. aureus,CTX,-0.5049
S. aureus,CXM,-0.1325
S. aureus,DOX,-0.0482
S. aureus,DPT,-0.1478
S. aureus,FOS,-1.6309
S. aureus,GEN,0.0375
S. aureus,IMP,-0.0453
S. aureus,LEV,-0.2591
S. aureus,LIZ,0.2378
S. aureus,MER,-0.0867
S. aureus,MOX,-0.0408
S. aureus,PIT,1.0633
S. aureus,RAM,-0.0095
S. aureus,ROX,-0.7373
S. aureus,SXT,-0.0624
S. aureus,TOB,10.0581
S. aureus,TPL,-0.2215
S. aureus,VAN,-0.35
E. coli,AMK,-0.0896
E. coli,AMS,-3.3404
E. coli,AZT,-0.0658
E. coli,CAZ,-0.0799
E. coli,CIP,-0.0153
E. coli,COL,-0.5074
E. coli,CTX,-0.0401
E. coli,CXM,-2.4739
E. coli,FOS,8.3168
E. coli,GEN,-0.0731
E. coli,IMP,0.285
E. coli,LEV,-0.0178
E. coli,MER,-0.0061
E. coli,MOX,-0.0617
E. coli,PIP,-3.3519
E. coli,PIT,-0.3953
E. coli,SXT,-0.166
E. coli,TOB,0.1641
S. aureus,AMK,-8.9765
S. aureus,AMS,-0.1384
S. aureus,CIP,6.9289
S. aureus,CLI,-0.7201
S. aureus,CTX,-1.1599
S. aureus,CXM,-6.2362
S. aureus,DOX,-0.4235
S. aureus,DPT,-0.4072
S. aureus,FOS,-8.2254
S. aureus,GEN,-4.3798
S. aureus,IMP,-0.235
S. aureus,LEV,15.3458
S. aureus,LIZ,0.1232
S. aureus,MER,-0.4974
S. aureus,MOX,3.8202
S. aureus,PIT,-0.7431
S. aureus,RAM,-0.1146
S. aureus,ROX,-2.6594
S. aureus,SXT,-0.1072
S. aureus,TOB,15.78
S. aureus,TPL,-0.164
S. aureus,VAN,-0.4698
S. aureus,AMK,0.4543
S. aureus,AMS,0.0333
S. aureus,CIP,-0.6375
S. aureus,CLI,0.0716
S. aureus,CTX,-0.2135
S. aureus,CXM,0.383
S. aureus,DOX,-0.0033
S. aureus,DPT,0.1708
S. aureus,FOS,-0.8988
S. aureus,GEN,0.1729
S. aureus,IMP,-0.0402
S. aureus,LEV,-0.2994
S. aureus,LIZ,0.3012
S. aureus,MER,-0.0642
S. aureus,MOX,-0.0526
S. aureus,PIT,1.0069
S. aureus,RAM,0.0014
S. aureus,ROX,-0.0035
S. aureus,SXT,-0.065
S. aureus,TOB,0.2575
S. aureus,TPL,0.1152
S. aureus,VAN,0.1927
S. aureus,AMK,-24.8024
S. aureus,AMS,-0.031
S. aureus,CIP,-0.5644
S. aureus,CLI,-2.0016
S. aureus,CTX,-6.1699
S. aureus,CXM,-16.6071
S. aureus,DOX,-0.8984
S. aureus,DPT,-0.5678
S. aureus,FOS,-17.4538
S. aureus,GEN,-20.2219
S. aureus,IMP,-0.5789
S. aureus,LEV,-0.8553
S. aureus,LIZ,0.0984
S. aureus,MER,-1.3182
S. aureus,MOX,-0.2962
S. aureus,PIT,-1.0371
S. aureus,RAM,7.7195
S. aureus,ROX,-4.9671
S. aureus,SXT,-0.159
S. aureus,TOB,10.9873
S. aureus,TPL,0.2234
S. aureus,VAN,-0.0254
S. aureus,AMK,-138.0229
S. aureus,AMS,-1.3673
S. aureus,CIP,-2.0101
S. aureus,CLI,-11.6615
S. aureus,CTX,-13.8637
S. aureus,CXM,-72.2596
S. aureus,DOX,-2.9436
S. aureus,DPT,-0.6773
S. aureus,FOS,-60.006
S. aureus,GEN,-247.7346
S. aureus,IMP,-2.3316
S. aureus,LEV,-2.4879
S. aureus,LIZ,0.059
S. aureus,MER,-6.386
S. aureus,MOX,-0.7456
S. aureus,PIT,-5.9124
S. aureus,RAM,-0.9985
S. aureus,ROX,-13.3541
S. aureus,SXT,-0.2877
S. aureus,TOB,2.0605
S. aureus,TPL,0.2417
S. aureus,VAN,-0.1251
Ent. faecalis,AMS,-2.7796
Ent. faecalis,IMP,-1.3987
Ent. faecalis,LIZ,-1.3352
Ent. faecalis,PIP,-30.1011
Ent. faecalis,PIT,-4.6371
Ent. faecalis,SXT,-0.7253
Ent. faecalis,TPL,-0.4838
Ent. faecalis,VAN,-1.3178
E. coli,AMK,-1.112
E. coli,AMS,-7.6858
E. coli,AZT,-0.3852
E. coli,CAZ,-0.3559
E. coli,CIP,-0.0678
E. coli,COL,-0.5966
E. coli,CTX,-0.2632
E. coli,CXM,-6.2291
E. coli,FOS,-9.0999
E. coli,GEN,-0.6122
E. coli,IMP,-0.2676
E. coli,LEV,0.0843
E. coli,MER,-0.0257
E. coli,MOX,-0.2925
E. coli,PIP,4.6097
E. coli,PIT,-0.1681
E. coli,SXT,-1.5414
E. coli,TOB,-0.4044
S. aureus,AMK,-40.3568
S. aureus,AMS,-7.7888
S. aureus,CIP,-4.6346
S. aureus,CLI,-51.2796
S. aureus,CTX,-19.3519
S. aureus,CXM,-109.7612
S. aureus,DOX,-1.5688
S. aureus,DPT,-6.9725
S. aureus,FOS,-49.5493
S. aureus,GEN,-73.3633
S. aureus,IMP,-1.4474
S. aureus,LEV,-4.9488
S. aureus,LIZ,-6.3189
S. aureus,MER,-1.9577
S. aureus,MOX,-2.9308
S. aureus,PIT,-6.0186
S. aureus,RAM,-5.4549
S. aureus,ROX,-52.1346
S. aureus,SXT,-2.5958
S. aureus,TOB,444.1763
S. aureus,TPL,-1.659
S. aureus,VAN,-5.2782
P. aeruginosa,AMK,2.7032
P. aeruginosa,AZT,62.7819
P. aeruginosa,CAZ,3.0477
P. aeruginosa,CIP,-0.0217
P. aeruginosa,COL,-0.2052
P. aeruginosa,IMP,0.6288
P. aeruginosa,LEV,0.2902
P. aeruginosa,MER,-0.0396
P. aeruginosa,PIP,0.5724
P. aeruginosa,PIT,4.8665
P. aeruginosa,TOB,0.1017
P. aeruginosa,AMK,0.807
P. aeruginosa,AZT,30.9446
P. aeruginosa,CAZ,7.1713
P. aeruginosa,CIP,0.4418
P. aeruginosa,COL,1.3452
P. aeruginosa,IMP,1.6697
P. aeruginosa,LEV,1.9096
P. aeruginosa,MER,1.9032
P. aeruginosa,PIP,19.1827
P. aeruginosa,PIT,13.0746
P. aeruginosa,TOB,0.1541
S. aureus,AMK,1.3787
S. aureus,AMS,0.7732
S. aureus,CIP,0.5396
S. aureus,CLI,-0.0299
S. aureus,CTX,0.3638
S. aureus,CXM,0.9626
S. aureus,DOX,-0.0092
S. aureus,DPT,-0.1006
S. aureus,FOS,2.751
S. aureus,GEN,0.1731
S. aureus,IMP,0.0142
S. aureus,LEV,-0.1743
S. aureus,LIZ,0.2223
S. aureus,MER,0.0007
S. aureus,MOX,-0.0378
S. aureus,PIT,1.5034
S. aureus,RAM,0.0004
S. aureus,ROX,0.2279
S. aureus,SXT,-0.0301
S. aureus,TOB,20.856
S. aureus,TPL,-0.2166
S. aureus,VAN,0.1757
E. coli,AMK,-0.2757
E. coli,AMS,54.2967
E. coli,AZT,-0.1187
E. coli,CAZ,-0.136
E. coli,CIP,-0.1632
E. coli,COL,-0.625
E. coli,CTX,-0.0816
E. coli,CXM,-4.0193
E. coli,FOS,9.0039
E. coli,GEN,-0.3033
E. coli,IMP,-0.2042
E. coli,LEV,-0.2116
E. coli,MER,-0.0129
E. coli,MOX,-0.4436
E. coli,PIP,56.4862
E. coli,PIT,-0.5712
E. coli,SXT,-0.864
E. coli,TOB,-0.1894
S. aureus,AMK,-15.2459
S. aureus,AMS,-0.8151
S. aureus,CIP,-0.4395
S. aureus,CLI,-1.3009
S. aureus,CTX,-5.0386
S. aureus,CXM,-12.0853
S. aureus,DOX,-0.6468
S. aureus,DPT,-0.4878
S. aureus,FOS,-12.9388
S. aureus,GEN,-10.6249
S. aureus,IMP,-0.4573
S. aureus,LEV,-0.7392
S. aureus,LIZ,0.1238
S. aureus,MER,-0.9881
S. aureus,MOX,-0.2153
S. aureus,PIT,-1.6693
S. aureus,RAM,-0.1846
S. aureus,ROX,27.4927
S. aureus,SXT,-0.1453
S. aureus,TOB,9.853
S. aureus,TPL,0.2129
S. aureus,VAN,0.0019
E. coli,AMK,-0.937
E. coli,AMS,-9.1809
E. coli,AZT,-0.4
E. coli,CAZ,-0.3478
E. coli,CIP,-0.0493
E. coli,COL,-0.4707
E. coli,CTX,-0.2331
E. coli,CXM,-5.2191
E. coli,FOS,-11.4224
E. coli,GEN,-0.1681
E. coli,IMP,-0.2243
E. coli,LEV,-0.0671
E. coli,MER,-0.0224
E. coli,MOX,-0.0934
E. coli,PIP,-8.4081
E. coli,PIT,-1.1684
E. coli,SXT,-0.4491
E. coli,TOB,-0.1124
E. coli,AMK,6.7089
E. coli,AMS,49.0696
E. coli,AZT,-0.589
E. coli,CAZ,-0.4948
E. coli,CIP,-0.143
E. coli,COL,-0.2585
E. coli,CTX,-0.3866
E. coli,CXM,-4.0916
E. coli,FOS,3.4824
E. coli,GEN,0.4468
E. coli,IMP,-0.083
E. coli,LEV,-0.1914
E. coli,MER,-0.0298
E. coli,MOX,-0.3193
E. coli,PIP,115.8313
E. coli,PIT,61.5081
E. coli,SXT,-0.283
E. coli,TOB,1.5877
Ent. faecalis,AMS,-0.3289
Ent. faecalis,IMP,-0.6351
Ent. faecalis,LIZ,0.0275
Ent. faecalis,PIP,29.4694
Ent. faecalis,PIT,-3.32
Ent. faecalis,SXT,-0.201
Ent. faecalis,TPL,-0.1257
Ent. faecalis,VAN,-0.1024
Ent. faecalis,AMS,0.5939
Ent. faecalis,IMP,0.8275
Ent. faecalis,LIZ,0.087
Ent. faecalis,PIP,31.0381
Ent. faecalis,PIT,0.8997
Ent. faecalis,SXT,-0.0744
Ent. faecalis,TPL,-0.1523
Ent. faecalis,VAN,1.0356
E. coli,AMK,0.2305
E. coli,AMS,-61.8744
E. coli,AZT,-2.9124
E. coli,CAZ,-2.042
E. coli,CIP,-3.7004
E. coli,COL,-0.6301
E. coli,CTX,-3.1966
E. coli,CXM,-32.3674
E. coli,FOS,-9.7137
E. coli,GEN,-0.5618
E. coli,IMP,-0.1173
E. coli,LEV,-4.3765
E. coli,MER,-0.0707
E. coli,MOX,-9.7819
E. coli,PIP,-32.2714
E. coli,PIT,-2.7622
E. coli,SXT,-38.0768
E. coli,TOB,0.3467
P. aeruginosa,AMK,-0.0155
P. aeruginosa,AZT,31.7491
P. aeruginosa,CAZ,31.7499
P. aeruginosa,CIP,0.1121
P. aeruginosa,COL,0.3284
P. aeruginosa,IMP,0.7896
P. aeruginosa,LEV,0.2277
P. aeruginosa,MER,0.4294
P. aeruginosa,PIP,58.5721
P. aeruginosa,PIT,62.4408
P. aeruginosa,TOB,-0.039
S. aureus,AMK,-20.0777
S. aureus,AMS,-0.8671
S. aureus,CIP,-1.2605
S. aureus,CLI,-1.6589
S. aureus,CTX,-5.6591
S. aureus,CXM,-14.4875
S. aureus,DOX,-0.7783
S. aureus,DPT,-0.5315
S. aureus,FOS,-15.3153
S. aureus,GEN,-15.2582
S. aureus,IMP,-0.5237
S. aureus,LEV,-0.8049
S. aureus,LIZ,0.1099
S. aureus,MER,-1.1647
S. aureus,MOX,-0.2814
S. aureus,PIT,-2.6255
S. aureus,RAM,-0.2262
S. aureus,ROX,-4.5267
S. aureus,SXT,-0.1531
S. aureus,TOB,10.4299
S. aureus,TPL,-0.1563
S. aureus,VAN,-0.5132
S. aureus,AMK,-5.1957
S. aureus,AMS,-0.7574
S. aureus,CIP,6.6798
S. aureus,CLI,-0.5353
S. aureus,CTX,-5.2134
S. aureus,CXM,-8.0788
S. aureus,DOX,-0.2883
S. aureus,DPT,-0.3271
S. aureus,FOS,-3.1401
S. aureus,GEN,-2.5382
S. aureus,IMP,-0.3137
S. aureus,LEV,15.1093
S. aureus,LIZ,-0.3039
S. aureus,MER,-0.592
S. aureus,MOX,7.7504
S. aureus,PIT,-2.0423
S. aureus,RAM,-0.0764
S. aureus,ROX,-2.5698
S. aureus,SXT,-0.1294
S. aureus,TOB,3.0861
S. aureus,TPL,0.1803
S. aureus,VAN,-0.4349
P. aeruginosa,AMK,-0.9313
P. aeruginosa,AZT,30.9265
P. aeruginosa,CAZ,7.1624
P. aeruginosa,CIP,0.0107
P. aeruginosa,COL,-0.1458
P. aeruginosa,IMP,1.672
P. aeruginosa,LEV,-0.05
P. aeruginosa,MER,0.9032
P. aeruginosa,PIP,-4.724
P. aeruginosa,PIT,5.0558
P. aeruginosa,TOB,-0.2768
Ent. faecalis,AMS,-1.0772
Ent. faecalis,IMP,-0.9553
Ent. faecalis,LIZ,0.0637
Ent. faecalis,PIP,19.9852
Ent. faecalis,PIT,-2.8177
Ent. faecalis,SXT,-0.2637
Ent. faecalis,TPL,-0.1355
Ent. faecalis,VAN,-0.1101
P. aeruginosa,AMK,0.6322
P. aeruginosa,AZT,4.0468
P. aeruginosa,CAZ,-0.4843
P. aeruginosa,CIP,-0.0793
P. aeruginosa,COL,0.3686
P. aeruginosa,IMP,-0.2441
P. aeruginosa,LEV,0.2094
P. aeruginosa,MER,0.1209
P. aeruginosa,PIP,-19.7646
P. aeruginosa,PIT,2.7885
P. aeruginosa,TOB,-0.1497
E. coli,AMK,-0.05
E. coli,AMS,-3.202
E. coli,AZT,0.0282
E. coli,CAZ,0.0072
E. coli,CIP,-0.0082
E. coli,COL,-0.3015
E. coli,CTX,0.0009
E. coli,CXM,-0.8071
E. coli,FOS,58.4435
E. coli,GEN,0.2082
E. coli,IMP,0.0689
E. coli,LEV,-0.0069
E. coli,MER,0.0027
E. coli,MOX,0.0635
E. coli,PIP,-2.7805
E. coli,PIT,-0.0404
E. coli,SXT,-0.1063
E. coli,TOB,0.1686
P. aeruginosa,AMK,-0.1803
P. aeruginosa,AZT,31.1294
P. aeruginosa,CAZ,7.292
P. aeruginosa,CIP,0.1961
P. aeruginosa,COL,-0.1652
P. aeruginosa,IMP,0.6854
P. aeruginosa,LEV,0.1661
P. aeruginosa,MER,1.9069
P. aeruginosa,PIP,4.3915
P. aeruginosa,PIT,13.3086
P. aeruginosa,TOB,-0.0945
E. coli,AMK,0.6858
E. coli,AMS,-9.4892
E. coli,AZT,3.7021
E. coli,CAZ,-0.1843
E. coli,CIP,-0.2241
E. coli,COL,-0.379
E. coli,CTX,1.8517
E. coli,CXM,-3.0269
E. coli,FOS,-6.9934
E. coli,GEN,-0.1086
E. coli,IMP,-0.2237
E. coli,LEV,-0.1932
E. coli,MER,-0.0164
E. coli,MOX,-0.5971
E. coli,PIP,-4.5634
E. coli,PIT,-0.7168
E. coli,SXT,-1.7926
E. coli,TOB,0.0435
Ent. faecalis,AMS,0.2193
Ent. faecalis,IMP,0.5734
Ent. faecalis,LIZ,0.1004
Ent. faecalis,PIP,23.0542
Ent. faecalis,PIT,1.7695
Ent. faecalis,SXT,-0.1287
Ent. faecalis,TPL,-0.1539
Ent. faecalis,VAN,-0.0026
S. aureus,AMK,-6.1056
S. aureus,AMS,3.464
S. aureus,CIP,0.0612
S. aureus,CLI,-0.3261
S. aureus,CTX,-0.5279
S. aureus,CXM,-4.589
S. aureus,DOX,-0.171
S. aureus,DPT,0.3702
S. aureus,FOS,-6.8519
S. aureus,GEN,-2.825
S. aureus,IMP,-0.1711
S. aureus,LEV,-0.4187
S. aureus,LIZ,1.1198
S. aureus,MER,-0.3655
S. aureus,MOX,-0.1323
S. aureus,PIT,2.557
S. aureus,RAM,-0.0949
S. aureus,ROX,-1.7284
S. aureus,SXT,0.3448
S. aureus,TOB,18.7522
S. aureus,TPL,0.7114
S. aureus,VAN,0.0403
P. aeruginosa,AMK,0.9484
P. aeruginosa,AZT,15.5118
P. aeruginosa,CAZ,3.5693
P. aeruginosa,CIP,0.1086
P. aeruginosa,COL,0.3657
P. aeruginosa,IMP,1.7514
P. aeruginosa,LEV,0.4718
P. aeruginosa,MER,-0.0182
P. aeruginosa,PIP,0.3797
P. aeruginosa,PIT,5.9203
P. aeruginosa,TOB,-0.0421
S. aureus,AMK,-2.2951
S. aureus,AMS,-0.5486
S. aureus,CIP,-0.5748
S. aureus,CLI,-0.3005
S. aureus,CTX,-0.3147
S. aureus,CXM,-3.6843
S. aureus,DOX,-0.2098
S. aureus,DPT,-0.2844
S. aureus,FOS,58.6682
S. aureus,GEN,-1.2143
S. aureus,IMP,-0.1934
S. aureus,LEV,-0.5429
S. aureus,LIZ,0.1946
S. aureus,MER,-0.362
S. aureus,MOX,-0.1688
S. aureus,PIT,-0.705
S. aureus,RAM,-0.0534
S. aureus,ROX,-1.4088
S. aureus,SXT,-0.1043
S. aureus,TOB,7.4131
S. aureus,TPL,0.1794
S. aureus,VAN,0.0828
E. coli,AMK,0.7007
E. coli,AMS,-10.5829
E. coli,AZT,-0.2119
E. coli,CAZ,-0.2151
E. coli,CIP,-0.1886
E. coli,COL,-0.3523
E. coli,CTX,-0.1388
E. coli,CXM,-5.5238
E. coli,FOS,-7.6589
E. coli,GEN,-0.0822
E. coli,IMP,-0.2271
E. coli,LEV,-0.2445
E. coli,MER,-0.018
E. coli,MOX,-0.5007
E. coli,PIP,-7.8788
E. coli,PIT,-0.8076
E. coli,SXT,-1.5258
E. coli,TOB,-0.1928
E. coli,AMK,2.9215
E. coli,AMS,-2.6346
E. coli,AZT,0.4272
E. coli,CAZ,0.4056
E. coli,CIP,0.2153
E. coli,COL,-0.7365
E. coli,CTX,0.0092
E. coli,CXM,1.6056
E. coli,FOS,-0.5563
E. coli,GEN,0.6763
E. coli,IMP,0.3237
E. coli,LEV,0.1967
E. coli,MER,0.0053
E. coli,MOX,0.1581
E. coli,PIP,-1.4758
E. coli,PIT,0.0774
E. coli,SXT,31.7572
E. coli,TOB,0.644
S. aureus,AMK,-14.8173
S. aureus,AMS,-0.9592
S. aureus,CIP,-1.0977
S. aureus,CLI,-1.4256
S. aureus,CTX,-5.6766
S. aureus,CXM,-15.2384
S. aureus,DOX,-0.5036
S. aureus,DPT,-0.2488
S. aureus,FOS,-14.209
S. aureus,GEN,-12.2167
S. aureus,IMP,-0.5581
S. aureus,LEV,-0.8968
S. aureus,LIZ,0.1332
S. aureus,MER,-1.2036
S. aureus,MOX,-0.2621
S. aureus,PIT,-2.8418
S. aureus,RAM,-0.1995
S. aureus,ROX,27.0633
S. aureus,SXT,-0.1601
S. aureus,TOB,6.704
S. aureus,TPL,0.2099
S. aureus,VAN,-0.5012
S. aureus,AMK,1.1446
S. aureus,AMS,-0.0144
S. aureus,CIP,-0.7069
S. aureus,CLI,-0.0191
S. aureus,CTX,-1.5806
S. aureus,CXM,-1.1526
S. aureus,DOX,-0.0272
S. aureus,DPT,-0.1155
S. aureus,FOS,-1.3809
S. aureus,GEN,511.8529
S. aureus,IMP,-0.0652
S. aureus,LEV,-0.4455
S. aureus,LIZ,0.2809
S. aureus,MER,-0.1055
S. aureus,MOX,-0.1143
S. aureus,PIT,-0.1363
S. aureus,RAM,-0.0045
S. aureus,ROX,-0.9734
S. aureus,SXT,0.1138
S. aureus,TOB,1.3463
S. aureus,TPL,-0.2457
S. aureus,VAN,-0.3298
S. aureus,AMK,-2.8677
S. aureus,AMS,1.5261
S. aureus,CIP,7.1724
S. aureus,CLI,-0.2258
S. aureus,CTX,-1.3963
S. aureus,CXM,-2.8037
S. aureus,DOX,-0.1556
S. aureus,DPT,-0.2522
S. aureus,FOS,-3.5055
S. aureus,GEN,-0.7982
S. aureus,IMP,-0.0986
S. aureus,LEV,15.538
S. aureus,LIZ,-0.3191
S. aureus,MER,-0.1945
S. aureus,MOX,3.875
S. aureus,PIT,0.8241
S. aureus,RAM,-0.0377
S. aureus,ROX,-0.8553
S. aureus,SXT,-0.0775
S. aureus,TOB,14.2738
S. aureus,TPL,-0.1911
S. aureus,VAN,-0.4039
E. coli,AMK,1.0109
E. coli,AMS,-1.4677
E. coli,AZT,0.071
E. coli,CAZ,0.0525
E. coli,CIP,0.0019
E. coli,COL,0.1849
E. coli,CTX,0.0172
E. coli,CXM,0.1668
E. coli,FOS,-2.3794
E. coli,GEN,0.2575
E. coli,IMP,-0.0892
E. coli,LEV,0.0083
E. coli,MER,0.0098
E. coli,MOX,0.0887
E. coli,PIP,-1.6891
E. coli,PIT,0.1939
E. coli,SXT,-0.0314
E. coli,TOB,0.6887
E. coli,AMK,0.7754
E. coli,AMS,8.0091
E. coli,AZT,-0.0804
E. coli,CAZ,0.2751
E. coli,CIP,7.8836
E. coli,COL,-0.6061
E. coli,CTX,0.162
E. coli,CXM,10.7969
E. coli,FOS,1.249
E. coli,GEN,0.0167
E. coli,IMP,-0.1845
E. coli,LEV,7.8362
E. coli,MER,-0.0096
E. coli,MOX,7.7011
E. coli,PIP,25.4316
E. coli,PIT,2.545
E. coli,SXT,31.1245
E. coli,TOB,0.0866
S. aureus,AMK,-0.6076
S. aureus,AMS,-0.6196
S. aureus,CIP,-0.6304
S. aureus,CLI,-0.1201
S. aureus,CTX,-2.0055
S. aureus,CXM,-3.7882
S. aureus,DOX,-0.1308
S. aureus,DPT,0.0287
S. aureus,FOS,-2.0561
S. aureus,GEN,-0.5035
S. aureus,IMP,-0.1896
S. aureus,LEV,-0.4747
S. aureus,LIZ,0.241
S. aureus,MER,-0.3251
S. aureus,MOX,-0.0764
S. aureus,PIT,-1.5493
S. aureus,RAM,-0.0319
S. aureus,ROX,-1.6119
S. aureus,SXT,-0.1077
S. aureus,TOB,0.5078
S. aureus,TPL,-0.2193
S. aureus,VAN,0.1136
E. coli,AMK,0.7416
E. coli,AMS,2.53
E. coli,AZT,-0.5502
E. coli,CAZ,-0.4633
E. coli,CIP,-0.0572
E. coli,COL,-0.2427
E. coli,CTX,-0.1304
E. coli,CXM,4.5956
E. coli,FOS,-8.5962
E. coli,GEN,-0.2572
E. coli,IMP,-0.258
E. coli,LEV,-0.0473
E. coli,MER,-0.0281
E. coli,MOX,-0.0372
E. coli,PIP,-3.436
E. coli,PIT,5.5725
E. coli,SXT,-0.7125
E. coli,TOB,0.1048
S. aureus,AMK,0.6783
S. aureus,AMS,-0.0473
S. aureus,CIP,7.6425
S. aureus,CLI,-0.0004
S. aureus,CTX,1.3854
S. aureus,CXM,1.6099
S. aureus,DOX,0.0065
S. aureus,DPT,0.0379
S. aureus,FOS,-0.5089
S. aureus,GEN,0.218
S. aureus,IMP,0.0227
S. aureus,LEV,15.8454
S. aureus,LIZ,0.3883
S. aureus,MER,0.0241
S. aureus,MOX,3.9592
S. aureus,PIT,1.6415
S. aureus,RAM,0.0083
S. aureus,ROX,0.1839
S. aureus,SXT,-0.0227
S. aureus,TOB,43.2667
S. aureus,TPL,-0.1882
S. aureus,VAN,-0.0995
E. coli,AMK,3.0833
E. coli,AMS,-0.7098
E. coli,AZT,0.4613
E. coli,CAZ,0.4457
E. coli,CIP,0.0094
E. coli,COL,0.2154
E. coli,CTX,0.1163
E. coli,CXM,2.6163
E. coli,FOS,11.9386
E. coli,GEN,0.3113
E. coli,IMP,0.1189
E. coli,LEV,0.0202
E. coli,MER,0.0142
E. coli,MOX,-0.0008
E. coli,PIP,1.9204
E. coli,PIT,1.3061
E. coli,SXT,0.2087
E. coli,TOB,0.2218
E. coli,AMK,0.7405
E. coli,AMS,-7.7196
E. coli,AZT,-0.3327
E. coli,CAZ,-0.3059
E. coli,CIP,-0.117
E. coli,COL,-0.2867
E. coli,CTX,-0.207
E. coli,CXM,-6.9026
E. coli,FOS,-2.1296
E. coli,GEN,0.4836
E. coli,IMP,-0.0474
E. coli,LEV,-0.1564
E. coli,MER,-0.0219
E. coli,MOX,-0.2638
E. coli,PIP,-5.68
E. coli,PIT,1.9445
E. coli,SXT,-0.9824
E. coli,TOB,0.0918
S. aureus,AMK,-31.1343
S. aureus,AMS,-0.833
S. aureus,CIP,-1.2449
S. aureus,CLI,-2.2382
S. aureus,CTX,-7.205
S. aureus,CXM,-17.0779
S. aureus,DOX,-1.0081
S. aureus,DPT,-0.6025
S. aureus,FOS,-18.8598
S. aureus,GEN,-24.9314
S. aureus,IMP,-0.5532
S. aureus,LEV,-0.9076
S. aureus,LIZ,0.0763
S. aureus,MER,-1.2967
S. aureus,MOX,-0.2743
S. aureus,PIT,-1.8666
S. aureus,RAM,-0.2995
S. aureus,ROX,-5.0992
S. aureus,SXT,-0.1534
S. aureus,TOB,14.2577
S. aureus,TPL,0.2311
S. aureus,VAN,-0.5373
Ent. faecalis,AMS,-0.4411
Ent. faecalis,IMP,0.056
Ent. faecalis,LIZ,1.1741
Ent. faecalis,PIP,8.8004
Ent. faecalis,PIT,-0.5253
Ent. faecalis,SXT,-0.1389
Ent. faecalis,TPL,-0.1838
Ent. faecalis,VAN,0.0426
P. aeruginosa,AMK,0.805
P. aeruginosa,AZT,7.2083
P. aeruginosa,CAZ,3.3416
P. aeruginosa,CIP,0.1864
P. aeruginosa,COL,1.316
P. aeruginosa,IMP,0.1871
P. aeruginosa,LEV,0.4027
P. aeruginosa,MER,-0.0294
P. aeruginosa,PIP,-3.347
P. aeruginosa,PIT,5.413
P. aeruginosa,TOB,0.145
E. coli,AMK,-0.4069
E. coli,AMS,40.8141
E. coli,AZT,-0.993
E. coli,CAZ,-0.7852
E. coli,CIP,-0.1323
E. coli,COL,0.2163
E. coli,CTX,-0.7532
E. coli,CXM,-13.3818
E. coli,FOS,-10.1798
E. coli,GEN,-0.2324
E. coli,IMP,-0.1481
E. coli,LEV,0.0002
E. coli,MER,-0.0405
E. coli,MOX,0.085
E. coli,PIP,47.2278
E. coli,PIT,0.9577
E. coli,SXT,28.7997
E. coli,TOB,0.5347
P. aeruginosa,AMK,0.702
P. aeruginosa,AZT,14.4568
P. aeruginosa,CAZ,0.8486
P. aeruginosa,CIP,-0.0151
P. aeruginosa,COL,0.3179
P. aeruginosa,IMP,0.6109
P. aeruginosa,LEV,0.0477
P. aeruginosa,MER,0.3933
P. aeruginosa,PIP,-1.1114
P. aeruginosa,PIT,4.5322
P. aeruginosa,TOB,-0.1415
P. aeruginosa,AMK,0.5641
P. aeruginosa,AZT,1.3121
P. aeruginosa,CAZ,-0.8495
P. aeruginosa,CIP,-0.3294
P. aeruginosa,COL,0.294
P. aeruginosa,IMP,-0.2327
P. aeruginosa,LEV,-0.0207
P. aeruginosa,MER,-0.0595
P. aeruginosa,PIP,-21.2552
P. aeruginosa,PIT,-0.437
P. aeruginosa,TOB,0.0495
E. coli,AMK,-0.3109
E. coli,AMS,-6.8605
E. coli,AZT,-0.1361
E. coli,CAZ,-0.153
E. coli,CIP,-0.2248
E. coli,COL,-0.6435
E. coli,CTX,-0.0949
E. coli,CXM,-2.444
E. coli,FOS,-6.4872
E. coli,GEN,-0.1065
E. coli,IMP,-0.2157
E. coli,LEV,-0.2869
E. coli,MER,-0.0145
E. coli,MOX,-0.5567
E. coli,PIP,23.9414
E. coli,PIT,-1.3721
E. coli,SXT,30.1533
E. coli,TOB,-0.2092
Ent. faecalis,AMS,-1.0345
